"Χρονική σήμανση","Σε ποιο Εργασιακό Περιβάλλον /Τομέα/ Μονάδα εργάζεστε;","Σε ποιο τμήμα του Παθολογικού Τομέα εργάζεστε;","Σε ποιο τμήμα του Χειρουργικού Τομέα εργάζεστε;","Σε ποιο τμήμα του Εργαστηριακού Τομέα εργάζεστε;","Παρακαλώ γράψτε το όνομα του Τομέα που εργάζεστε.","1. Οι εργαζόμενοι υποστηρίζουν ο ένας τον άλλον.","2. Υπάρχει επαρκές προσωπικό για τη διεκπεραίωση της εργασίας.","3. Όταν υπάρχει μεγάλος όγκος εργασίας που πρέπει να γίνει άμεσα, το προσωπικό εργάζεται ομαδικά για την ολοκλήρωση της.","4. Υπάρχει σεβασμός ανάμεσα στους εργαζομένους.","5. Το προσωπικό εργάζεται περισσότερες ώρες από αυτές που διασφαλίζουν ασφαλή φροντίδα για τον ασθενή.","6. Το προσωπικό εργάζεται δυναμικά για τη βελτίωση της ασφάλειας του ασθενούς.","7. Αξιοποιείται περισσότερο προσωρινό προσωπικό από αυτό που διασφαλίζει την ασφαλή φροντίδα του ασθενούς.","8. Το προσωπικό αισθάνεται ότι τα λάθη του μπορεί να χρησιμοποιηθούν εναντίον του. ","9. Τα λάθη οδήγησαν σε θετικές αλλαγές.","10. Από τύχη δεν συμβαίνουν σοβαρά λάθη.","11. Όταν υπάρχει μεγάλος φόρτος εργασίας παρέχεται βοήθεια από άλλες Μονάδες.","12. Όταν δηλώνεται ένα δυσμενές συμβάν, υπάρχει η αίσθηση ότι καταγράφεται το άτομο και όχι το καθαυτό συμβάν.","13. Όταν γίνονται αλλαγές για τη βελτίωση της ασφάλειας του ασθενούς, αξιολογείται η αποτελεσματικότητά τους.","14. Το προσωπικό εργάζεται σε «κατάσταση κρίσης» προσπαθώντας να κάνει πολλά πράγματα γρήγορα.","15. Η ασφάλεια του ασθενούς αποτελεί προτεραιότητα ακόμα και όταν υπάρχει φόρτος εργασίας. ","16. Το προσωπικό ανησυχεί ότι τα λάθη του καταγράφονται στο προσωπικό του φάκελο.","17. Υπάρχει πρόβλημα ασφάλειας του ασθενούς.","18. Οι διαδικασίες διεκπεραίωσης της εργασίας και το σύστημα εν γένει συμβάλλει στην πρόληψη δυσμενών συμβάντων.","1. Επιβραβεύει το προσωπικό με καλά λόγια όταν τηρούνται οι διαδικασίες ασφαλούς φροντίδας του ασθενούς.","2. Λαμβάνει σοβαρά υπόψη του τις προτάσεις του προσωπικού για βελτίωση της ασφάλειας του ασθενούς.","3. Παροτρύνει το προσωπικό να εργάζεται γρηγορότερα όταν υπάρχει υπερβολικός φόρτος εργασίας και πίεση, ακόμη και όταν παραβλέπονται σημαντικές διαδικασίες ασφάλειας του ασθενούς.","4. Παραβλέπει επαναλαμβανόμενα προβλήματα ασφάλειας του ασθενούς.","1. Γίνεται συστηματική αξιολόγηση των αλλαγών που τίθενται σε εφαρμογή, βάσει δυσμενών συμβάντων που έχουν αναφερθεί. ","2. Το προσωπικό μιλάει ελεύθερα όταν διαπιστώσει κάτι που επιδρά αρνητικά στη φροντίδα υγείας του ασθενούς.","3. Το προσωπικό ενημερώνεται συχνά για τα δυσμενή συμβάντα που λαμβάνουν χώρα.","4. Το προσωπικό μπορεί ελεύθερα να αμφισβητήσει τις αποφάσεις ή τις ενέργειες των ανωτέρων του.","5. Το προσωπικό συζητά τρόπους πρόληψης δυσμενών συμβάντων ώστε να μην επαναληφθούν.","6. Το προσωπικό φοβάται να ρωτήσει, όταν κάτι δεν φαίνεται σωστό.","…..αλλά εντοπιστεί και διορθωθεί πριν επηρεάσει τον ασθενή ","……αλλά δεν έχει πιθανότητα να βλάψει τον ασθενή.","…..που θα μπορούσε να βλάψει τον ασθενή, αλλά δεν τον επηρέασε ","Παρακαλώ αξιολογήστε το επίπεδο ασφάλειας των ασθενών συνολικά στο Εργασιακό Περιβάλλον/Μονάδα σας επιλέγοντας με √ την απάντηση που σας εκφράζει.","1. Η Διοίκηση εξασφαλίζει εργασιακό κλίμα που προάγει την ασφάλεια του ασθενούς .","2. Υπάρχει ελλιπής συντονισμός μεταξύ των Μονάδων.","3. Η μεταφορά ασθενούς από τη μία Μονάδα στην άλλη συνήθως συνοδεύεται από προβλήματα.","4. Υπάρχει καλή συνεργασία ανάμεσα στις Μονάδες όταν αυτό απαιτείται.","5. Συχνά, σημαντικές πληροφορίες σχετικά με τη νοσηλεία του ασθενούς χάνονται κατά την αλλαγή της βάρδιας.","6. Η συνεργασία με το προσωπικό άλλων Μονάδων είναι συχνά δυσάρεστη.","7. Συχνά παρουσιάζονται διάφορα προβλήματα κατά την ανταλλαγή πληροφοριών μεταξύ των Μονάδων.","8. Η ασφάλεια του ασθενούς αποτελεί κύρια προτεραιότητα για την Διοίκηση.","9. Η Διοίκηση δείχνει να ενδιαφέρεται για την ασφάλεια του ασθενούς μόνο μετά από την αναφορά κάποιου δυσμενούς συμβάντος.","10. Οι Μονάδες συνεργάζονται καλά μεταξύ τους για την παροχή άριστης ποιοτικά φροντίδας υγείας στον ασθενή.","11. Η αλλαγή βάρδιας είναι προβληματική για τον ασθενή.","Τους τελευταίους 12 μήνες πόσα δυσμενή συμβάντα έχετε αναφέρει; (Αναφέρετε έναν αριθμό)","1. Φύλο: ","2. Ηλικία…","3α. Ποια είναι η βασική σας εκπαίδευση;","3β. Άλλες σπουδές:","7. Πόσο χρονικό διάστημα εργάζεστε στο συγκεκριμένο Νοσοκομείο;","8. Πόσο χρονικό διάστημα εργάζεστε στη συγκεκριμένη μονάδα ?","9. Συνήθως πόσες ώρες την εβδομάδα εργάζεστε στο συγκεκριμένο Νοσοκομείο; …","10. Τι θέση κατέχετε στο νοσοκομείο που εργάζεστε;","12. Πόσο χρονικό διάστημα εργάζεστε στην παρούσα ειδικότητα ή επάγγελμα; (Αθροιστικά στο τρέχον νοσοκομείο και σε τυχόν άλλα)","Παρακαλώ, καταγράψτε ελεύθερα τυχόν σχόλια και παρατηρήσεις σχετικά με ζητήματα ασφάλειας των ασθενών, ιατρικών λαθών και την αναφορά δυσμενών συμβάντων εντός του νοσοκομείου σας."
"2022/10/11 6:34:46 π.μ. EET","Άλλο","","","","ΤΑΚΤΙΚΑ ΕΞΩΤΕΡΙΚΑ ΙΑΤΡΕΙΑ","4","4","4","4","4","4","4","4","5","3","5","4","4","4","4","3","2","5","5","5","2","1","4","4","5","4","5","1","4","5","5","Πολύ Καλό","4","2","2","5","1","1","1","5","1","5","1","ΚΑΝΕΝΑ","Γυναίκα","54","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","31","12 ΧΡΟΝΙΑ","40 ΩΡΕΣ","4. ΤΕ Νοσηλευτής","31 ΧΡΟΝΙΑ",""
"2022/10/11 8:54:30 π.μ. EET","Παθολογικός Τομέας","Καρδιολογικό","","","","5","5","5","5","5","5","5","2","5","5","5","3","5","5","5","2","5","4","5","5","3","1","5","5","5","3","5","1","5","5","5","Καλό","3","4","1","5","1","","1","5","5","5","1","1","Γυναίκα","40","2. Τεχνολογική (Τ.Ε.)","","12 ΕΤΟΙ","7","25","4. ΤΕ Νοσηλευτής","12",""
"2022/10/11 9:10:23 π.μ. EET","Παθολογικός Τομέας","Καρδιολογικό","","","","4","4","5","5","1","5","2","5","4","1","1","1","5","5","5","2","3","5","5","5","1","1","5","5","5","4","5","1","5","5","5","Πολύ Καλό","5","1","1","4","1","1","2","5","1","5","1","ΚΑΝΕΝΑ","Γυναίκα","53","1. Δευτεροβάθμια (Δ.Ε.)","","30 ΕΤΗ","20 ΕΤΗ","40","5. ΔΕ Βοηθός Νοσηλευτή","31 ΕΤΗ",""
"2022/10/11 10:55:48 π.μ. EET","Παθολογικός Τομέας","Παθολογικό","","","","5","2","5","4","3","3","4","3","4","5","1","3","4","5","5","3","5","5","5","5","4","1","4","4","5","4","4","1","4","4","4","Μέτριο","3","3","3","4","3","4","4","4","3","4","3","2","Γυναίκα","57","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","35 χρόνια ","33χρονια","40 ώρες ","4. ΤΕ Νοσηλευτής","35 χρόνια ",""
"2022/10/11 5:16:01 μ.μ. EET","Χειρουργικός Τομέας","","Αναισθησιολογικό","","","4","4","5","4","2","5","3","3","5","2","2","4","5","3","5","3","1","5","5","5","3","1","4","4","4","3","4","1","2","2","2","Πολύ Καλό","4","2","2","4","2","2","4","4","2","4","2","","Γυναίκα","53","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","31","31","40","4. ΤΕ Νοσηλευτής","31",""
"2022/10/11 5:32:13 μ.μ. EET","Χειρουργικός Τομέας","","Αναισθησιολογικό","","","4","4","5","4","3","5","2","4","3","1","2","2","4","3","5","2","1","5","4","4","1","1","4","5","4","3","4","1","3","3","1","Άριστο","4","2","2","4","1","2","2","5","2","5","2","0","Γυναίκα","36","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","5","5","40","4. ΤΕ Νοσηλευτής","8",""
"2022/10/11 6:53:36 μ.μ. EET","Χειρουργικός Τομέας","","Αναισθησιολογικό","","","4","1","2","2","4","3","5","3","3","5","1","4","3","4","3","3","4","3","3","3","4","4","3","2","3","3","3","4","2","2","3","Μέτριο","2","5","3","3","4","3","3","3","3","3","5","0","Άνδρας",".","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","..",".","40","3. ΠΕ Νοσηλευτής",".","."
"2022/10/12 6:59:32 π.μ. EET","Άλλο","","","","ΑΙΜΟΔΟΣΙΑ","3","2","4","2","1","2","1","3","5","1","1","3","1","4","4","3","2","4","4","3","2","1","3","3","4","2","2","3","4","4","4","Πολύ Καλό","4","2","3","2","2","4","4","4","2","3","2","ΔΥΟ-ΤΡΙΑ","Γυναίκα","","","","","","","","",""
"2022/10/12 7:42:53 π.μ. EET","Μονάδα Εντατικής Θεραπείας (ΜΕΘ)","","","","","3","4","4","4","1","3","3","4","3","3","2","4","3","2","3","4","2","4","4","4","3","2","3","5","5","4","4","1","3","3","3","Πολύ Καλό","3","3","3","4","2","3","4","3","3","3","2","0","Γυναίκα","58","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","35ΧΡΟΝΙΑ","8 ΧΡΟΝΙΑ","45 ΩΡΕΣ","4. ΤΕ Νοσηλευτής","35 ΧΡΟΝΙΑ",""
"2022/10/12 8:45:38 π.μ. EET","Άλλο","","","","Γραφείο Νοσηλευτικής Εκπαίδευσης","5","4","4","4","3","4","3","2","4","","2","2","4","4","5","3","2","4","4","5","1","1","4","4","5","3","4","1","5","5","5","Καλό","4","2","2","5","1","2","2","5","2","4","2","2","Γυναίκα","38","3. Πανεπιστημιακή (Π.Ε.)","2. Μεταπτυχιακές σπουδές","15","1","40","3. ΠΕ Νοσηλευτής","15",""
"2022/10/12 12:34:35 μ.μ. EET","Χειρουργικός Τομέας","","Νευροχειρουργικό","","","4","3","5","4","2","5","2","3","4","2","2","2","4","5","4","3","2","4","5","5","1","1","5","5","5","4","5","1","5","5","5","Πολύ Καλό","5","2","2","4","2","2","2","5","1","4","1","0","Γυναίκα","55","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","33 ετη","33 ετη","40","4. ΤΕ Νοσηλευτής","33 ετη","Αναγκαια και απαραιτητη η υπαρξη και η αναλογη εκπαιδευση του προσωπικου για την αποτροπη δυσμενων συμβαντων."
"2022/10/12 12:48:38 μ.μ. EET","Χειρουργικός Τομέας","","Νευροχειρουργικό","","","4","3","4","5","2","5","2","2","5","2","2","2","5","2","5","2","2","4","4","5","1","1","5","5","5","4","5","1","5","5","1","Πολύ Καλό","5","2","2","4","1","1","2","5","1","5","1","0","Γυναίκα","48","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","25 ετη","3 ετη","40","4. ΤΕ Νοσηλευτής","25 ετη","ΑΠΟΡΡΟΦΗΣΗ ΚΑΤΑΡΤΙΣΜΕΝΟΥ ΠΡΟΣΩΠΙΚΟΥ ΓΙΑ ΤΗΝ ΠΑΡΟΧΗ ΑΣΦΑΛΟΥΣ ΙΑΤΡΟΝΟΣΗΛΕΥΤΙΚΗΣ ΦΡΟΝΤΙΔΑΣ"
"2022/10/12 1:03:10 μ.μ. EET","Χειρουργικός Τομέας","","Νευροχειρουργικό","","","5","3","5","5","1","5","2","1","5","1","1","1","5","1","5","2","1","5","5","5","1","1","5","5","5","5","5","1","5","5","5","Πολύ Καλό","5","1","1","5","1","1","1","5","1","5","1","0","Γυναίκα","47","1. Δευτεροβάθμια (Δ.Ε.)","","26 ετη","15 ετη","40","5. ΔΕ Βοηθός Νοσηλευτή","26 ετη"," ΕΠΑΡΚΕΣ ΕΚΠΑΙΔΕΥΜΕΝΟ ΠΡΟΣΩΠΙΚΟ "
"2022/10/12 1:37:05 μ.μ. EET","Παθολογικός Τομέας","Πνευμονολογικό","","","","5","3","5","5","3","5","3","4","4","1","1","2","5","4","5","4","2","3","5","4","1","1","5","5","5","4","5","1","5","5","5","Πολύ Καλό","4","3","3","4","2","2","4","5","3","4","1","0","Γυναίκα","59","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","35 ΕΤΗ","19 ΕΤΗ","40","4. ΤΕ Νοσηλευτής","35 ΕΤΗ","ΠΡΟΣΩΠΙΚΟ ΜΕ ΥΨΗΛΗ ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΚΑΤΑΡΤΙΣΗ "
"2022/10/13 7:21:07 π.μ. EET","Παθολογικός Τομέας","Αιματολογικό","","","","3","1","5","4","2","4","2","3","5","3","1","1","4","5","5","2","4","4","5","5","1","1","5","5","5","5","5","1","5","1","1","Πολύ Καλό","5","2","2","5","1","2","2","5","1","4","1","2 πτώσεις ασθενών","Γυναίκα","50","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","30","10","40","4. ΤΕ Νοσηλευτής","30",""
"2022/10/13 8:56:42 π.μ. EET","","Παθολογικό","","","","3","2","5","4","5","5","3","4","4","1","1","3","2","4","4","4","3","3","3","3","2","2","3","5","4","1","4","2","5","5","5","Πολύ Καλό","3","4","3","4","2","2","3","4","4","4","1","","Γυναίκα","60","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","37 ","22","40","4. ΤΕ Νοσηλευτής","37",""
"2022/10/14 1:16:27 μ.μ. EET","Παθολογικός Τομέας","Νευρολογικό","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/10/14 7:37:15 μ.μ. EET","Παθολογικός Τομέας","Καρδιολογικό","","","","3","2","4","2","4","3","3","4","4","4","2","2","4","5","3","4","3","3","4","2","3","2","2","2","3","4","4","4","2","3","4","Πολύ Καλό","2","4","4","3","2","3","3","5","5","2","3","10","Γυναίκα","54","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","33"," 4 year","50","4. ΤΕ Νοσηλευτής","35",""
"2022/10/15 9:18:07 π.μ. EET","Παθολογικός Τομέας","Άλλο","","","ΘΕΣΕΙΣ- ΜΜΜ0 ","4","3","4","4","3","4","","2","3","2","1","3","2","3","4","2","3","3","3","3","3","3","2","3","4","1","3","1","3","3","3","Καλό","4","3","2","4","1","2","2","4","2","4","1","1","Γυναίκα","42","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","22","16","40","4. ΤΕ Νοσηλευτής","24",""
"2022/10/15 9:46:16 π.μ. EET","Άλλο","","","","ΜΜΜΟ","4","1","4","4","5","5","4","2","1","3","1","5","4","4","5","3","1","3","4","3","1","1","3","3","4","1","3","4","5","5","5","Άριστο","3","4","5","3","4","3","4","3","5","3","1","1","Γυναίκα","41","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","12","10","48-50","4. ΤΕ Νοσηλευτής","15",""
"2022/10/16 2:29:20 π.μ. EET","Άλλο","","","","ΟΓΚΟΛΟΓΙΚΟ","3","1","4","5","4","4","5","1","4","5","2","4","4","5","5","3","2","3","3","5","1","2","3","4","5","2","4","1","5","4","4","Πολύ Καλό","3","3","4","4","2","2","3","3","3","3","2","10","Γυναίκα","26","2. Τεχνολογική (Τ.Ε.)","","2 ΧΡΟΝΙΑ","2 ΧΡΟΝΙΑ","40","4. ΤΕ Νοσηλευτής","3 ΧΡΟΝΙΑ","Θα ηταν καλο να γινονται ενδονοσοκομειακα σεμιναρια διαφορων νοσηλευτικων πραξεων για να γινονται απ ολους το ιδιο για μεγαλυτερη ασφαλεια του ασθενους και συχνοι αξιολογηση δεξιοτητων προσωπικου "
"2022/10/16 2:43:51 π.μ. EET","Άλλο","","","","ΟΓΚΟΛΟΓΙΚΟ","5","2","4","2","1","2","4","1","2","5","1","3","3","4","5","4","4","4","5","4","4","4","1","4","5","2","4","4","4","3","3","Καλό","3","3","4","3","1","3","3","5","3","3","4","2","Άνδρας","40","1. Δευτεροβάθμια (Δ.Ε.)","","22 ΜΗΝΕΣ","1 ΧΡΟΝΟ","40 ΩΡΕΣ","5. ΔΕ Βοηθός Νοσηλευτή","18 ΧΡΟΝΙΑ","Ο ΙΑΤΡΟΣ ΚΑΙ Ο ΝΟΣΗΛΕΥΤΗΣ ΚΑΙ ΚΑΘΕ ΒΑΘΜΙΔΑΣ ευθύνεται σε αποζημίωση για κάθε ζημία που έπαθε ο ασθενής του από κάθε αμέλειά του, ακόμη και ελαφρά, κατά την τέλεση των ιατρικών του και νοσηλευτικων του πράξεων ."
"2022/10/16 10:33:49 π.μ. EET","Μονάδα Εντατικής Θεραπείας (ΜΕΘ)","","","","","3","4","3","3","2","3","3","3","3","3","2","4","3","3","3","4","2","3","3","3","2","2","3","3","4","2","3","2","3","3","3","Καλό","4","3","2","4","3","4","4","4","3","3","2","ΚΑΝΕΝΑ","Γυναίκα","57","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","34","14","40","4. ΤΕ Νοσηλευτής","34",""
"2022/10/17 12:52:39 μ.μ. EET","Παθολογικός Τομέας","Καρδιολογικό","","","","4","3","5","5","3","5","2","4","4","1","1","3","3","4","5","4","1","4","4","4","2","1","4","5","5","3","4","1","5","5","5","Πολύ Καλό","3","2","2","4","1","2","2","4","2","4","1","2-3","Γυναίκα","55","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","32","32","40","4. ΤΕ Νοσηλευτής","32",""
"2022/10/17 12:54:32 μ.μ. EET","Παθολογικός Τομέας","Παθολογικό","","","","3","3","4","3","3","4","4","5","4","2","1","5","4","4","5","4","3","4","5","5","5","1","4","3","5","2","4","3","4","4","4","Άριστο","3","3","2","3","2","2","2","2","4","3","3","1","Γυναίκα","50","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","30","12","40","4. ΤΕ Νοσηλευτής","12",""
"2022/10/17 12:59:32 μ.μ. EET","Παθολογικός Τομέας","Καρδιολογικό","","","","4","5","4","4","2","4","4","3","4","2","2","2","3","3","4","2","4","4","5","5","3","1","4","5","5","4","5","2","3","3","3","Καλό","2","2","3","4","2","2","3","2","2","2","2","0","Γυναίκα","31","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","2","2","","4. ΤΕ Νοσηλευτής","2",""
"2022/10/17 2:10:31 μ.μ. EET","Χειρουργικός Τομέας","","Χειρουργικό","","","4","4","5","5","4","5","3","2","4","1","1","1","5","4","5","3","1","5","5","5","1","1","4","5","5","1","5","1","","","","Πολύ Καλό","5","4","3","4","2","2","3","5","2","3","2","2","Γυναίκα","56","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","35 ETH","35 ETH","40","4. ΤΕ Νοσηλευτής","35 ETH",""
"2022/10/17 2:54:56 μ.μ. EET","Μονάδα Εντατικής Θεραπείας (ΜΕΘ)","","","","","5","4","5","5","4","5","4","5","5","1","1","3","4","3","5","3","2","5","5","5","3","1","3","3","4","2","5","2","5","3","2","Άριστο","5","3","1","5","1","1","2","4","1","3","3","1","Άνδρας","36","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","5 χρόνια ","2 χρόνια ","40","4. ΤΕ Νοσηλευτής","8 χρόνια ",""
"2022/10/17 2:58:35 μ.μ. EET","Άλλο","","","","Μονάδα εμφραγμάτων ","4","3","4","4","4","5","4","5","3","2","2","3","2","4","4","3","3","4","5","5","2","1","3","3","3","3","4","3","3","2","3","Πολύ Καλό","3","3","2","3","2","3","2","3","3","4","2","Κανενα","Γυναίκα","46","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","20","16","40","4. ΤΕ Νοσηλευτής","20",""
"2022/10/17 3:13:22 μ.μ. EET","Μονάδα Εντατικής Θεραπείας (ΜΕΘ)","","","","","4","4","4","4","2","5","5","3","4","3","1","2","4","2","5","3","2","4","5","4","1","1","4","3","5","4","4","2","3","2","3","Πολύ Καλό","4","3","2","4","2","2","2","4","4","4","2","1","Άνδρας","39","2. Τεχνολογική (Τ.Ε.)","3. Διδακτορικό δίπλωμα","15","13","40","4. ΤΕ Νοσηλευτής","15",""
"2022/10/17 4:35:08 μ.μ. EET","Μονάδα Εντατικής Θεραπείας (ΜΕΘ)","","","","","5","4","5","4","2","4","2","2","4","2","2","2","4","4","5","2","2","4","4","4","2","2","4","4","4","3","4","2","4","3","3","Πολύ Καλό","4","2","2","4","2","2","2","5","2","4","1","1","Γυναίκα","35","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","2 έτη ","2 έτη ","40","4. ΤΕ Νοσηλευτής","2 έτη ",""
"2022/10/17 6:34:54 μ.μ. EET","Άλλο","","","","Μονάδα Εμφραγματων","4","2","4","2","2","5","5","5","5","1","1","3","4","5","5","2","1","2","4","4","2","1","5","5","5","5","5","1","2","2","2","Άριστο","5","3","2","4","2","2","2","3","4","4","2","1","Γυναίκα","31","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","4","4","40","4. ΤΕ Νοσηλευτής","4","Ενημέρωση των ιατρών όσων αφορά τις λοιμώξεις , καλύτερες προδιαγραφές χώρου "
"2022/10/17 9:21:01 μ.μ. EET","Άλλο","","","","Παθολογικο","4","4","4","3","4","4","2","3","3","2","2","3","3","5","5","3","2","3","5","5","1","1","4","5","5","1","4","2","5","5","3","Πολύ Καλό","3","3","2","4","4","3","4","3","2","4","2","1","Γυναίκα","48","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","4","4","40","4. ΤΕ Νοσηλευτής","15",""
"2022/10/18 7:31:13 π.μ. EET","Παθολογικός Τομέας","Γαστρεντερολογικό","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022/10/18 9:10:40 π.μ. EET","Παθολογικός Τομέας","Γαστρεντερολογικό","","","","2","3","2","1","4","5","4","5","3","2","2","3","4","5","5","3","4","2","5","4","1","2","4","4","3","3","4","2","4","3","5","Καλό","2","4","2","3","2","3","4","3","2","3","2","0","Γυναίκα","25-35","2. Τεχνολογική (Τ.Ε.)","","3","3","40","4. ΤΕ Νοσηλευτής","4,5",""
"2022/10/18 9:17:48 π.μ. EET","Παθολογικός Τομέας","Πνευμονολογικό","","","","4","4","4","4","3","4","2","4","3","4","1","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","Πολύ Καλό","4","4","4","3","4","4","4","4","4","4","4","0","Γυναίκα","28","2. Τεχνολογική (Τ.Ε.)","2. Μεταπτυχιακές σπουδές","3","3","40","4. ΤΕ Νοσηλευτής","5",""
"2022/10/18 10:16:30 π.μ. EET","Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)","","","","","3","3","3","2","3","3","2","4","4","3","2","4","3","4","3","2","3","4","3","3","2","2","4","4","4","2","3","2","4","4","3","Καλό","2","3","3","3","3","2","3","2","5","3","4","KANENA","Γυναίκα","45","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","20","10","40","4. ΤΕ Νοσηλευτής","22",""
"2022/10/18 10:27:43 π.μ. EET","Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)","","","","","3","4","4","3","3","3","2","3","2","3","1","5","1","5","5","5","3","2","2","3","1","3","1","3","5","3","3","3","1","1","3","Καλό","1","3","3","4","3","3","3","2","5","3","4","0","Γυναίκα","50","2. Τεχνολογική (Τ.Ε.)","","25","15","40","4. ΤΕ Νοσηλευτής","26",""
"2022/10/18 10:44:24 π.μ. EET","Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)","","","","","3","4","3","2","3","3","2","4","3","3","1","4","2","2","3","4","3","3","3","3","2","3","3","4","4","2","4","4","2","2","2","Καλό","2","4","5","3","3","3","3","1","5","3","3","0","Γυναίκα","52","2. Τεχνολογική (Τ.Ε.)","","10","8","40","4. ΤΕ Νοσηλευτής","15",""
"2022/10/18 7:49:34 μ.μ. EET","Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)","","","","","4","2","5","4","4","5","3","5","4","1","1","2","4","5","5","2","2","5","5","5","1","1","3","5","5","4","4","1","4","4","4","Καλό","3","2","1","5","2","1","2","5","1","5","1","1","Γυναίκα","59","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","34","13","40","4. ΤΕ Νοσηλευτής","13",""
"2022/10/19 10:07:55 π.μ. EET","Παθολογικός Τομέας","Καρδιολογικό","","","","4","4","5","4","4","5","4","4","4","3","1","4","5","5","5","2","3","4","5","5","2","1","4","3","5","2","5","1","3","3","3","Πολύ Καλό","4","2","2","4","2","2","2","4","2","4","1","2","Γυναίκα","50","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","37","35","40","4. ΤΕ Νοσηλευτής","37",""
"2022/10/21 12:33:07 μ.μ. EET","Τμήμα Επειγόντων Περιστατικών (ΤΕΠ)","","","","","4","4","5","5","4","5","4","3","5","1","1","2","5","2","5","3","3","4","5","5","1","2","5","5","5","2","3","1","4","4","5","Πολύ Καλό","4","2","2","4","2","1","2","5","1","5","2","1","Γυναίκα","59","2. Τεχνολογική (Τ.Ε.)","1. Ειδικότητα","34 ετη","13 ετη","40","4. ΤΕ Νοσηλευτής","34 ετη",""
"2022/10/24 8:43:17 π.μ. EET","Παθολογικός Τομέας","Άλλο","","","ΕΝΔΟΣΚΟΠΙΚΟΣ","5","5","5","5","5","5","5","1","5","1","1","1","5","4","5","1","1","4","5","5","1","1","5","5","5","5","5","1","3","2","4","Άριστο","5","2","3","5","1","1","3","5","2","5","1","0","Γυναίκα","38","2. Τεχνολογική (Τ.Ε.)","","16","6","40","4. ΤΕ Νοσηλευτής","17",""
"2022/10/24 8:54:10 π.μ. EET","Παθολογικός Τομέας","Άλλο","","","ΕΝΔΟΣΚΟΠΙΚΟ","5","5","5","5","5","5","5","1","4","1","1","2","5","5","5","2","1","4","5","5","1","1","5","5","5","5","5","1","3","3","4","Άριστο","4","2","2","4","1","2","2","5","2","4","1","0","","45","","","3","2","40","","22",""
