Χρονική σήμανση,Σε ποιο Εργασιακό Περιβάλλον /Τομέα/ Μονάδα εργάζεστε;,Σε ποιο τμήμα του Παθολογικού Τομέα εργάζεστε;,Σε ποιο τμήμα του Χειρουργικού Τομέα εργάζεστε;,Σε ποιο τμήμα του Εργαστηριακού Τομέα εργάζεστε;,Παρακαλώ γράψτε το όνομα του Τομέα που εργάζεστε.,1. Οι εργαζόμενοι υποστηρίζουν ο ένας τον άλλον.,2. Υπάρχει επαρκές προσωπικό για τη διεκπεραίωση της εργασίας.,"3. Όταν υπάρχει μεγάλος όγκος εργασίας που πρέπει να γίνει άμεσα, το προσωπικό εργάζεται ομαδικά για την ολοκλήρωση της.",4. Υπάρχει σεβασμός ανάμεσα στους εργαζομένους.,5. Το προσωπικό εργάζεται περισσότερες ώρες από αυτές που διασφαλίζουν ασφαλή φροντίδα για τον ασθενή.,6. Το προσωπικό εργάζεται δυναμικά για τη βελτίωση της ασφάλειας του ασθενούς.,7. Αξιοποιείται περισσότερο προσωρινό προσωπικό από αυτό που διασφαλίζει την ασφαλή φροντίδα του ασθενούς.,8. Το προσωπικό αισθάνεται ότι τα λάθη του μπορεί να χρησιμοποιηθούν εναντίον του. ,9. Τα λάθη οδήγησαν σε θετικές αλλαγές.,10. Από τύχη δεν συμβαίνουν σοβαρά λάθη.,11. Όταν υπάρχει μεγάλος φόρτος εργασίας παρέχεται βοήθεια από άλλες Μονάδες.,"12. Όταν δηλώνεται ένα δυσμενές συμβάν, υπάρχει η αίσθηση ότι καταγράφεται το άτομο και όχι το καθαυτό συμβάν.","13. Όταν γίνονται αλλαγές για τη βελτίωση της ασφάλειας του ασθενούς, αξιολογείται η αποτελεσματικότητά τους.",14. Το προσωπικό εργάζεται σε «κατάσταση κρίσης» προσπαθώντας να κάνει πολλά πράγματα γρήγορα.,15. Η ασφάλεια του ασθενούς αποτελεί προτεραιότητα ακόμα και όταν υπάρχει φόρτος εργασίας. ,16. Το προσωπικό ανησυχεί ότι τα λάθη του καταγράφονται στο προσωπικό του φάκελο.,17. Υπάρχει πρόβλημα ασφάλειας του ασθενούς.,18. Οι διαδικασίες διεκπεραίωσης της εργασίας και το σύστημα εν γένει συμβάλλει στην πρόληψη δυσμενών συμβάντων.,1. Επιβραβεύει το προσωπικό με καλά λόγια όταν τηρούνται οι διαδικασίες ασφαλούς φροντίδας του ασθενούς.,2. Λαμβάνει σοβαρά υπόψη του τις προτάσεις του προσωπικού για βελτίωση της ασφάλειας του ασθενούς.,"3. Παροτρύνει το προσωπικό να εργάζεται γρηγορότερα όταν υπάρχει υπερβολικός φόρτος εργασίας και πίεση, ακόμη και όταν παραβλέπονται σημαντικές διαδικασίες ασφάλειας του ασθενούς.",4. Παραβλέπει επαναλαμβανόμενα προβλήματα ασφάλειας του ασθενούς.,"1. Γίνεται συστηματική αξιολόγηση των αλλαγών που τίθενται σε εφαρμογή, βάσει δυσμενών συμβάντων που έχουν αναφερθεί. ",2. Το προσωπικό μιλάει ελεύθερα όταν διαπιστώσει κάτι που επιδρά αρνητικά στη φροντίδα υγείας του ασθενούς.,3. Το προσωπικό ενημερώνεται συχνά για τα δυσμενή συμβάντα που λαμβάνουν χώρα.,4. Το προσωπικό μπορεί ελεύθερα να αμφισβητήσει τις αποφάσεις ή τις ενέργειες των ανωτέρων του.,5. Το προσωπικό συζητά τρόπους πρόληψης δυσμενών συμβάντων ώστε να μην επαναληφθούν.,"6. Το προσωπικό φοβάται να ρωτήσει, όταν κάτι δεν φαίνεται σωστό.",…..αλλά εντοπιστεί και διορθωθεί πριν επηρεάσει τον ασθενή ,……αλλά δεν έχει πιθανότητα να βλάψει τον ασθενή.,"…..που θα μπορούσε να βλάψει τον ασθενή, αλλά δεν τον επηρέασε ",Παρακαλώ αξιολογήστε το επίπεδο ασφάλειας των ασθενών συνολικά στο Εργασιακό Περιβάλλον/Μονάδα σας επιλέγοντας με √ την απάντηση που σας εκφράζει.,1. Η Διοίκηση εξασφαλίζει εργασιακό κλίμα που προάγει την ασφάλεια του ασθενούς .,2. Υπάρχει ελλιπής συντονισμός μεταξύ των Μονάδων.,3. Η μεταφορά ασθενούς από τη μία Μονάδα στην άλλη συνήθως συνοδεύεται από προβλήματα.,4. Υπάρχει καλή συνεργασία ανάμεσα στις Μονάδες όταν αυτό απαιτείται.,"5. Συχνά, σημαντικές πληροφορίες σχετικά με τη νοσηλεία του ασθενούς χάνονται κατά την αλλαγή της βάρδιας.",6. Η συνεργασία με το προσωπικό άλλων Μονάδων είναι συχνά δυσάρεστη.,7. Συχνά παρουσιάζονται διάφορα προβλήματα κατά την ανταλλαγή πληροφοριών μεταξύ των Μονάδων.,8. Η ασφάλεια του ασθενούς αποτελεί κύρια προτεραιότητα για την Διοίκηση.,9. Η Διοίκηση δείχνει να ενδιαφέρεται για την ασφάλεια του ασθενούς μόνο μετά από την αναφορά κάποιου δυσμενούς συμβάντος.,10. Οι Μονάδες συνεργάζονται καλά μεταξύ τους για την παροχή άριστης ποιοτικά φροντίδας υγείας στον ασθενή.,11. Η αλλαγή βάρδιας είναι προβληματική για τον ασθενή.,Τους τελευταίους 12 μήνες πόσα δυσμενή συμβάντα έχετε αναφέρει; (Αναφέρετε έναν αριθμό),1. Φύλο: ,2. Ηλικία…,3α. Ποια είναι η βασική σας εκπαίδευση;,3β. Άλλες σπουδές:,7. Πόσο χρονικό διάστημα εργάζεστε στο συγκεκριμένο Νοσοκομείο;,8. Πόσο χρονικό διάστημα εργάζεστε στη συγκεκριμένη μονάδα ?,9. Συνήθως πόσες ώρες την εβδομάδα εργάζεστε στο συγκεκριμένο Νοσοκομείο; …,10. Τι θέση κατέχετε στο νοσοκομείο που εργάζεστε;,12. Πόσο χρονικό διάστημα εργάζεστε στην παρούσα ειδικότητα ή επάγγελμα; (Αθροιστικά στο τρέχον νοσοκομείο και σε τυχόν άλλα),"Παρακαλώ, καταγράψτε ελεύθερα τυχόν σχόλια και παρατηρήσεις σχετικά με ζητήματα ασφάλειας των ασθενών, ιατρικών λαθών και την αναφορά δυσμενών συμβάντων εντός του νοσοκομείου σας."
2022/08/09 1:09:40 μ.μ. EET,Χειρουργικός Τομέας,,Αναισθησιολογικό,,,3,1,3,2,3,2,2,5,2,4,1,4,3,5,3,4,3,3,3,2,4,3,3,2,3,2,3,3,3,4,3,,3,4,4,2,3,4,3,2,4,2,4,,Γυναίκα,56,,,56,56,40,5. ΔΕ Βοηθός Νοσηλευτή,35,
2022/09/02 2:59:37 μ.μ. EET,Παθολογικός Τομέας,Παθολογικό,,,,4,2,3,4,5,3,3,4,3,4,2,3,3,4,3,2,4,3,4,4,3,3,2,4,4,3,4,3,4,4,4,Μέτριο,2,4,3,4,3,3,3,2,4,4,3,6,Άνδρας,30,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,4,4,60,1. Ειδικευόμενος ιατρός,6,
2022/09/02 4:07:44 μ.μ. EET,,Άλλο,,,Παιδιατρικο,4,4,4,5,4,3,4,5,5,1,4,4,2,3,5,4,1,,3,4,3,3,1,5,,3,,3,,4,4,Πολύ Καλό,4,4,3,3,3,4,3,4,4,5,4,,Γυναίκα,65,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,4,8,40,1. Ειδικευόμενος ιατρός,32,
2022/09/02 10:01:14 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,3,3,3,3,2,3,5,2,3,2,4,2,3,2,3,3,2,2,3,2,1,1,3,2,2,3,3,3,2,3,Μέτριο,1,2,2,3,2,2,2,2,4,3,3,1,Άνδρας,29,3. Πανεπιστημιακή (Π.Ε.),3. Διδακτορικό δίπλωμα,2,2,40,1. Ειδικευόμενος ιατρός,2,
2022/09/02 10:03:31 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,4,4,5,5,5,4,5,5,3,2,4,4,5,4,3,2,3,5,4,4,3,4,4,4,3,3,2,3,4,4,Πολύ Καλό,3,4,4,3,2,2,2,3,3,4,1,0,Άνδρας,32,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,1,1,60,1. Ειδικευόμενος ιατρός,2,
2022/09/02 10:24:36 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,3,5,3,3,4,2,2,3,2,3,3,2,4,5,3,2,5,3,3,2,2,4,4,4,3,4,2,4,4,4,Πολύ Καλό,4,3,2,4,3,2,2,5,5,4,3,,Άνδρας,,,2. Μεταπτυχιακές σπουδές,3,3,,1. Ειδικευόμενος ιατρός,3,
2022/09/02 10:26:03 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,5,2,4,4,4,5,4,4,4,3,2,4,5,5,4,4,4,5,4,3,4,2,1,3,4,1,2,4,4,4,4,Καλό,3,3,4,4,3,2,3,2,4,3,3,2,Γυναίκα,28,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,,,,1. Ειδικευόμενος ιατρός,,
2022/09/02 10:47:26 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,4,4,4,5,5,3,1,3,1,2,2,4,2,5,1,1,4,4,5,1,1,3,4,4,3,4,1,3,3,3,Πολύ Καλό,4,2,2,4,1,2,2,4,2,4,1,0,Γυναίκα,29,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,3,3,45,1. Ειδικευόμενος ιατρός,3,-
2022/09/03 12:08:41 π.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,5,5,5,5,3,5,3,4,4,2,1,3,4,4,5,3,1,5,5,5,1,1,3,5,3,2,3,2,3,3,4,Άριστο,5,2,3,4,1,2,3,4,3,4,1,0,Άνδρας,34,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,3,3,45,1. Ειδικευόμενος ιατρός,3,
2022/09/03 12:57:27 π.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,1,5,1,1,1,1,4,2,2,5,2,4,4,2,5,1,5,5,1,1,5,5,1,5,5,5,3,1,1,1,1,Μέτριο,1,5,3,1,1,5,3,5,5,1,3,2,Γυναίκα,35,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,1,1,10,1. Ειδικευόμενος ιατρός,3,Έλλειψη οργάνωσης και πολλά βύσματα
2022/09/03 3:23:34 π.μ. EET,Παθολογικός Τομέας,Αιματολογικό,,,,4,1,3,3,5,5,4,5,4,1,3,3,4,5,5,4,1,5,5,1,5,4,3,2,5,2,4,2,4,3,4,Πολύ Καλό,3,4,5,3,5,4,4,4,4,3,4,,Άνδρας,45,3. Πανεπιστημιακή (Π.Ε.),,12,10,42,2. Ειδικός ιατρός,12,
2022/09/03 10:15:26 π.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,3,4,4,5,5,3,5,4,3,2,3,3,3,5,3,2,4,5,4,3,2,2,4,3,3,4,2,2,3,3,Πολύ Καλό,4,3,3,4,2,1,3,4,3,4,1,1,Γυναίκα,30,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,4,4,45,1. Ειδικευόμενος ιατρός,5,
2022/09/03 10:47:55 π.μ. EET,Άλλο,,,,Οφθαλμολογικο,5,2,4,5,5,5,1,5,4,1,4,4,1,3,4,3,1,4,2,1,2,2,3,3,4,2,2,3,4,2,3,Πολύ Καλό,4,4,4,3,3,4,4,3,3,4,3,2,Άνδρας,31,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,1,3,45,1. Ειδικευόμενος ιατρός,1,-
2022/09/03 11:24:09 π.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,3,4,4,3,4,3,2,4,3,4,2,3,3,3,3,2,2,4,3,2,2,3,3,4,3,3,2,3,2,3,Καλό,3,4,3,4,3,3,3,2,4,3,3,0,Γυναίκα,38,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,5,5,40,1. Ειδικευόμενος ιατρός,10,-
2022/09/03 12:13:47 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,3,5,5,4,4,4,1,4,4,3,1,4,5,4,5,2,2,5,5,5,1,1,5,5,4,3,5,1,5,4,5,Πολύ Καλό,5,2,2,5,2,2,2,5,2,4,2,0,Γυναίκα,28,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,7,1,40,1. Ειδικευόμενος ιατρός,1,
2022/09/03 1:03:44 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,1,4,3,5,5,5,5,2,4,2,2,2,5,4,4,5,1,2,2,4,4,2,2,4,2,4,2,4,3,4,Καλό,2,4,4,2,4,4,4,1,5,4,2,1,Γυναίκα,30,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,2,2,60,1. Ειδικευόμενος ιατρός,5,-
2022/09/03 11:45:39 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,2,3,4,5,3,2,4,4,2,2,4,2,4,4,4,4,2,4,4,3,3,3,4,3,2,3,4,4,4,4,Καλό,3,3,4,3,1,4,3,5,4,2,1,0,Άνδρας,30,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,2,2,45,1. Ειδικευόμενος ιατρός,2,
2022/09/04 12:12:03 μ.μ. EET,Τμήμα Επειγόντων Περιστατικών (ΤΕΠ),,,,,5,3,5,5,3,5,5,4,3,4,2,2,4,5,4,3,3,4,4,3,3,2,3,4,3,5,4,1,3,3,3,Καλό,3,4,3,3,2,3,3,2,4,3,3,2,Γυναίκα,45,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,9,2,36,2. Ειδικός ιατρός,9,Ορθότερη και συχνότερη καταγραφή δυσμενών συμβάντων/ ελλείψεων που σχετίζονται με την ασφάλεια των ασθενών και ουσιαστικές διορθωτικές κινήσεις από την διοίκηση του νοσοκομείου
2022/09/04 5:54:39 μ.μ. EET,Χειρουργικός Τομέας,,Ορθοπεδικό,,,3,3,2,3,3,5,3,3,4,2,3,2,5,3,5,3,2,3,4,4,3,2,4,4,5,4,4,2,5,4,4,Πολύ Καλό,4,3,3,4,2,2,2,4,2,4,2,0,Γυναίκα,48,2. Τεχνολογική (Τ.Ε.),2. Μεταπτυχιακές σπουδές,24,2,40,4. ΤΕ Νοσηλευτής,24,Τα τυχόν λάθη πρέπει να δηλώνονταιαμεσα με σκοπό την ελαχιστοποίηση τους και την προαγωγή της ασφάλειας των ασθενών 
2022/09/05 7:51:30 π.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,2,4,4,3,5,2,3,3,2,1,4,4,4,5,3,2,3,4,4,2,2,4,4,4,2,4,3,3,3,3,Πολύ Καλό,3,3,2,3,4,3,4,3,3,3,3,0,Γυναίκα,40,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,4,4,40,1. Ειδικευόμενος ιατρός,5,
2022/09/05 8:32:15 π.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,3,3,3,4,5,4,5,3,3,5,2,5,2,5,5,2,2,3,2,1,4,4,2,3,2,2,2,4,3,4,3,Μέτριο,2,3,4,4,4,4,5,2,5,3,2,2,Άνδρας,42,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,3,3,,1. Ειδικευόμενος ιατρός,3,"Φύλαξη νοσοκομείου, πρόσληψη πρόσωπικου, ηλεκτρονικός φάκελος. "
2022/09/05 4:54:05 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,4,4,5,5,5,4,3,4,4,2,3,3,3,4,3,2,1,3,5,5,2,1,3,4,3,3,4,1,4,4,5,Άριστο,5,1,2,4,1,1,1,4,1,4,1,0,Γυναίκα,37,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,7,7,16,2. Ειδικός ιατρός,7,-
2022/09/05 9:02:31 μ.μ. EET,Παθολογικός Τομέας,Παθολογικό,,,,4,2,4,3,5,4,4,3,3,2,2,3,3,4,4,2,3,3,4,3,3,2,2,4,4,3,4,1,2,2,2,Πολύ Καλό,2,3,2,4,2,2,2,3,2,4,1,0,Γυναίκα,30,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,5,5,60,1. Ειδικευόμενος ιατρός,6,
2022/11/10 8:04:48 π.μ. EET,Παθολογικός Τομέας,Γαστρεντερολογικό,,,,4,2,4,3,5,4,1,4,3,3,1,4,3,5,5,4,2,3,1,3,3,4,2,4,4,2,3,2,4,4,4,Καλό,2,3,3,4,2,3,3,3,4,4,4,1,Άνδρας,55,3. Πανεπιστημιακή (Π.Ε.),3. Διδακτορικό δίπλωμα,20,20,45,1. Ειδικευόμενος ιατρός,25,
2022/11/10 8:36:44 π.μ. EET,Χειρουργικός Τομέας,,Ορθοπεδικό,,,3,2,3,2,4,3,1,3,3,4,4,2,2,4,3,2,4,2,1,2,2,5,2,2,3,2,2,4,3,4,4,Κακό,2,2,4,2,4,4,4,2,2,3,4,2,Άνδρας,64,3. Πανεπιστημιακή (Π.Ε.),3. Διδακτορικό δίπλωμα,30,30,50,2. Ειδικός ιατρός,33,
2022/11/10 9:13:41 π.μ. EET,Παθολογικός Τομέας,Άλλο,,,Μονάδα Μεσογειακής Αναιμίας,3,5,3,3,2,4,5,5,3,4,1,4,3,2,4,2,2,4,2,3,4,3,3,4,4,1,4,4,2,4,4,Καλό,4,4,4,3,2,3,3,4,4,3,3,,Άνδρας,44,3. Πανεπιστημιακή (Π.Ε.),3. Διδακτορικό δίπλωμα,4,4,40,2. Ειδικός ιατρός,10,
2022/11/10 9:57:13 π.μ. EET,Χειρουργικός Τομέας,,Αναισθησιολογικό,,,4,3,4,3,3,3,4,5,2,3,2,5,2,4,5,4,3,2,5,4,2,1,2,3,4,2,2,4,1,1,2,Πολύ Καλό,4,3,3,4,4,5,4,3,3,2,4,3,Γυναίκα,58,3. Πανεπιστημιακή (Π.Ε.),3. Διδακτορικό δίπλωμα,25,25,40,2. Ειδικός ιατρός,32,"1.Ελλείψεις υλικοτεχνικής υποδομής λόγω ανύπαρκτης ιεράρχησης των πραγματικών και των πλασματικών αναγκών στην προμήθεια αυτού (κοινώς αγοράζουμε πολυμίξερ ενώ δεν έχουμε κατσαρόλα)
2. Ανύπαρκτη ή μη αξιοκρατική αξιολόγηση του προσωπικού από φόβο (προπηλακισμών, καταγγελιών, απειλών, εκβιασμών, κ.λ.π.) ή διαπλεκόμενης μεροληψίας. 
3. Ανύπαρκτη επιβράβευση ή και υποβάθμιση πολλών ικανών υπαλλήλων και προσπάθεια του συστήματος στην ""προς τα κάτω ισοπέδωση"" και υποβάθμιση, ως εχέγγυο καλύτερης επιβίωσης στο εργασιακό περιβάλλον."
2022/11/10 7:14:00 μ.μ. EET,Παθολογικός Τομέας,Καρδιολογικό,,,,4,2,3,4,5,5,4,4,4,3,3,2,4,4,4,4,3,3,3,4,3,2,3,4,3,1,4,3,4,4,2,Καλό,2,4,3,3,4,4,4,2,5,3,3,0,Άνδρας,33,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,2,1,50,1. Ειδικευόμενος ιατρός,1,
2022/11/10 8:09:08 μ.μ. EET,Παθολογικός Τομέας,Παθολογικό,,,,5,2,5,4,4,4,3,3,2,4,2,3,2,4,2,2,4,3,4,4,2,2,2,4,4,2,4,2,2,1,1,Μέτριο,2,2,2,4,2,2,2,4,4,2,4,,Γυναίκα,43,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,6,6,56,1. Ειδικευόμενος ιατρός,6,Θελουμε παρά πάνω ιατρικό και νοσηλευτικό προσωπικό  
2022/11/10 11:34:32 μ.μ. EET,Εργαστηριακός Τομέας,,,Μικροβιολογικό,,3,2,2,2,4,3,2,4,2,4,2,2,3,4,2,4,4,2,2,2,2,4,1,1,2,2,2,4,3,3,3,Μέτριο,1,5,4,2,4,4,4,2,1,3,4,5,Άνδρας,44,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,7,3,50,1. Ειδικευόμενος ιατρός,8,
2022/11/12 3:00:38 μ.μ. EET,Παθολογικός Τομέας,Άλλο,,,Μοναδα μεσογειακης αναιμιας,2,5,3,2,5,5,5,4,2,4,1,5,2,5,4,5,3,3,1,1,3,3,1,2,3,1,1,5,1,1,1,Καλό,3,5,3,3,3,3,2,5,2,4,4,3,Γυναίκα,57,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,20,10,55,2. Ειδικός ιατρός,30,
2022/11/12 10:46:25 μ.μ. EET,Χειρουργικός Τομέας,,Οφθαλμολογικό,,,3,5,3,4,5,4,3,4,2,5,2,4,2,5,3,2,3,4,4,4,3,2,2,2,4,2,2,2,4,3,4,Καλό,3,4,4,3,4,5,4,4,5,2,3,2,Άνδρας,30,3. Πανεπιστημιακή (Π.Ε.),1. Ειδικότητα,4,4,35,1. Ειδικευόμενος ιατρός,4,
2022/11/14 4:21:07 μ.μ. EET,Παθολογικός Τομέας,Καρδιολογικό,,,,2,5,2,2,1,4,3,5,3,4,1,3,3,4,4,2,2,3,4,3,1,2,2,1,3,2,2,2,4,2,2,Καλό,3,5,3,3,2,2,2,2,3,3,2,0,Γυναίκα,60,3. Πανεπιστημιακή (Π.Ε.),2. Μεταπτυχιακές σπουδές,13,13,48,2. Ειδικός ιατρός,,Συζήτηση διεκπεραιωτικη
2022/11/14 10:00:35 μ.μ. EET,Χειρουργικός Τομέας,,Ορθοπεδικό,,,3,2,2,4,4,1,4,4,3,2,3,4,2,4,5,4,4,4,4,4,3,1,3,4,5,2,5,3,3,2,4,Πολύ Καλό,3,2,4,2,1,3,2,3,3,2,1,4,Άνδρας,51,3. Πανεπιστημιακή (Π.Ε.),3. Διδακτορικό δίπλωμα,2,16,35,2. Ειδικός ιατρός,20,
2022/11/14 10:06:18 μ.μ. EET,Παθολογικός Τομέας,Παθολογικό,,,,4,1,3,3,5,5,1,3,1,5,1,5,1,5,5,2,5,2,3,4,3,3,3,4,3,4,5,1,4,4,2,Μέτριο,1,3,4,4,2,2,2,1,5,3,5,20,Γυναίκα,30,2. Τεχνολογική (Τ.Ε.),2. Μεταπτυχιακές σπουδές,2,2,40,4. ΤΕ Νοσηλευτής,2,
2022/11/14 10:13:25 μ.μ. EET,Παθολογικός Τομέας,Νεφρολογικό,,,,4,2,4,4,5,4,3,2,4,2,1,4,2,4,4,2,2,3,3,2,2,3,2,4,4,2,3,3,4,4,4,Πολύ Καλό,4,2,3,4,1,2,2,4,2,4,1,1,Γυναίκα,46,2. Τεχνολογική (Τ.Ε.),2. Μεταπτυχιακές σπουδές,21,1,50,4. ΤΕ Νοσηλευτής,21,
2022/11/15 1:51:45 π.μ. EET,Άλλο,,,,Covid κλινική,3,1,3,3,5,4,1,5,3,4,1,3,3,5,5,4,4,3,4,4,2,2,3,4,4,2,3,3,3,3,3,Καλό,1,4,4,2,3,4,3,1,4,2,3,5,Γυναίκα,38,2. Τεχνολογική (Τ.Ε.),,3,2,50,4. ΤΕ Νοσηλευτής,3,
2022/11/15 3:42:58 μ.μ. EET,Παθολογικός Τομέας,Παθολογικό,,,,3,1,3,1,3,3,1,5,1,5,1,5,3,5,5,5,3,3,4,4,3,1,3,5,3,3,4,1,4,4,4,Μέτριο,3,3,4,1,4,3,3,4,4,1,3,2,Γυναίκα,49,1. Δευτεροβάθμια (Δ.Ε.),,12,12,45,5. ΔΕ Βοηθός Νοσηλευτή,22,
2022/11/15 7:28:31 μ.μ. EET,,Παθολογικό,,,,4,4,4,4,5,5,3,3,4,3,1,3,4,5,5,3,3,3,3,5,3,3,2,4,4,2,4,3,3,3,3,,3,4,3,4,3,3,3,3,3,4,3,,Γυναίκα,39,2. Τεχνολογική (Τ.Ε.),2. Μεταπτυχιακές σπουδές,3,3,8,4. ΤΕ Νοσηλευτής,8,
2022/11/16 12:17:45 π.μ. EET,Χειρουργικός Τομέας,,Άλλο,,Χειρουργειο,4,1,4,3,4,4,2,4,4,2,3,3,4,5,5,3,2,4,4,4,2,3,4,4,4,2,5,2,5,5,5,,2,4,4,2,1,3,3,2,4,3,2,3,Γυναίκα,49,2. Τεχνολογική (Τ.Ε.),2. Μεταπτυχιακές σπουδές,22,22,40,4. ΤΕ Νοσηλευτής,24,
2022/11/16 9:21:07 π.μ. EET,Παθολογικός Τομέας,Παθολογικό,,,,4,1,4,3,5,4,5,4,3,3,2,4,4,4,4,5,4,4,4,5,2,1,5,5,4,3,4,2,4,4,4,Μέτριο,3,3,3,4,3,2,4,3,4,3,2,,Γυναίκα,55,1. Δευτεροβάθμια (Δ.Ε.),,4,3,40,5. ΔΕ Βοηθός Νοσηλευτή,10,Πρέπει να υπάρχει επαρκής αριθμός προσωπικού όλων των ειδικοτήτων για να αποφεύγονται λάθη που θέτουν σε κίνδυνο την ασφάλεια του ασθενούς και να μπορεί το προσωπικό να εργάζεται χωρίς να φτάνει στα όρια της αντοχής του.
2022/11/16 9:20:45 μ.μ. EET,Μονάδα Εντατικής Θεραπείας (ΜΕΘ),,,,,4,4,4,4,5,5,4,4,5,3,4,3,3,5,5,3,3,2,3,3,2,2,2,4,2,3,2,2,4,4,4,Πολύ Καλό,4,4,,4,2,2,3,4,2,4,2,2,Γυναίκα,44,2. Τεχνολογική (Τ.Ε.),2. Μεταπτυχιακές σπουδές,18,15,40,4. ΤΕ Νοσηλευτής,19,
2022/11/17 1:41:41 μ.μ. EET,Παθολογικός Τομέας,Άλλο,,,Covid ,3,1,3,4,5,4,4,4,3,4,1,4,3,5,4,4,4,3,3,4,4,3,3,4,4,1,4,1,3,2,3,Μέτριο,1,3,4,2,4,4,4,2,5,2,3,7,Γυναίκα,36,2. Τεχνολογική (Τ.Ε.),,1,1,48,4. ΤΕ Νοσηλευτής,13,
2022/11/17 8:54:00 μ.μ. EET,Μονάδα Εντατικής Θεραπείας (ΜΕΘ),,,,,5,3,5,4,3,5,3,5,5,1,1,2,5,2,5,1,1,4,3,4,1,1,4,5,5,2,5,4,5,3,2,Άριστο,5,1,1,5,1,1,2,5,1,5,1,0,Γυναίκα,51,2. Τεχνολογική (Τ.Ε.),2. Μεταπτυχιακές σπουδές,24,15,40,4. ΤΕ Νοσηλευτής,22,
2022/11/17 9:24:24 μ.μ. EET,Μονάδα Εντατικής Θεραπείας (ΜΕΘ),,,,,2,2,3,2,4,5,3,4,2,1,2,4,2,5,5,4,2,3,2,2,3,3,3,4,3,2,4,3,3,3,3,Άριστο,4,2,4,4,2,2,2,5,5,5,1,0,Γυναίκα,50,2. Τεχνολογική (Τ.Ε.),2. Μεταπτυχιακές σπουδές,8,8,40,4. ΤΕ Νοσηλευτής,22,
2022/11/17 9:29:23 μ.μ. EET,Άλλο,,,,Ρευματολογικη,4,1,3,3,5,5,2,5,4,2,2,5,4,4,4,5,2,3,1,3,1,1,5,4,5,1,5,5,4,3,3,Πολύ Καλό,5,2,1,4,1,2,2,5,1,5,1,0,Άνδρας,52,2. Τεχνολογική (Τ.Ε.),,16,4,40,4. ΤΕ Νοσηλευτής,17,
2022/11/17 9:38:35 μ.μ. EET,Μονάδα Εντατικής Θεραπείας (ΜΕΘ),,,,,3,2,4,3,4,5,3,3,3,1,3,4,3,3,5,4,1,3,3,4,2,1,3,4,5,3,5,2,5,4,4,Άριστο,5,1,1,4,1,2,2,5,1,5,1,0,Γυναίκα,50,2. Τεχνολογική (Τ.Ε.),1. Ειδικότητα,22,8,40,4. ΤΕ Νοσηλευτής,22,
